id,display,category,categoryMedium_mv,categoryPublication_mv,country_mv,dateCataloged,dateModified,dateOrigin,dateOriginComment_mv,displayAddition1,displayAddition2,displayName,filterDigital,filterMedium_mv,filterSource,filterType_mv,note,noteContent_mv,publisherOriginalText_mv,schemaVersion,source,subjectOther_mv,textualHolding_mv,title,titleOther_text_mv,url,website_description_mv,website_url_mv
DBIS104234,ARCHIVALIA,Digitale Nachschlagewerke,Online-Ressource,Portal,,2020-09-22,2025-01-13,,,Portal,2003-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Archivalia ist ein Gemeinschafts-Weblog, das Einträge rund um das Archivwesen aufnimmt.",,0.16.0,AK,Archiv␟Geschichte,2003-01-01,ARCHIVALIA,,https://www.dla-marbach.de/find/opac/id/DBIS104234,Zugang,https://archivalia.hypotheses.org/
DBIS104238,Research Catalogue: An international database for artistic research,Digitale Nachschlagewerke,Online-Ressource,"Aufsatzdatenbank, Sammlung Nicht-Textueller-Materialien, Portal",,2020-09-30,2025-08-13,,,"Aufsatzdatenbank, Sammlung Nicht-Textueller-Materialien, Portal",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"RC fungiert als Plattform für die Verbreitung von selbstveröffentlichten Inhalten sowie von Peer-Reviewed Publikationen. RC hostet eine Reihe von Zeitschriften und institutionellen Publikationen, die von Fachkollegen begutachtet werden. Die Verantwortung für die Qualitätskontrolle der im Hauptportal des RC veröffentlichten Inhalte liegt jedoch allein bei den Autoren selbst.

RC ist eine Open-Source-Ressource und dient als Bindeglied zwischen dem akademischen Diskurs und der künstlerischen Praxis.",,0.16.0,AK,Forschung␟Künste␟Open Source␟Künstlerische Forschung,,Research Catalogue: An international database for artistic research,RC,https://www.dla-marbach.de/find/opac/id/DBIS104238,Zugang,https://www.researchcatalogue.net
DBIS104256,"Bibliothèque Numérique Kurde, La",Digitale Nachschlagewerke,Online-Ressource,"Sammlung Nicht-Textueller-Materialien, Volltextdatenbank",,2020-10-09,2025-01-13,,,"Sammlung Nicht-Textueller-Materialien, Volltextdatenbank",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Institut kurde de Paris unterhält innerhalb der westlichen Welt die bedeutendste digitale Bibliothek zur kurdischen Geschichte und Kultur.
Die Datenbank verfügt über mehr als 10.000 Monographien in 25 Sprachen, mehrere zehntausend schriftliche Dokumente, Sammlungen von Zeitschriften und Zeitungen, Fotos, Videos, Postkarten, Plakate sowie Ton- und Musikaufnahmen.",,0.16.0,AK,Orientalistik␟Kulturwissenschaften␟Elektronische Bibliothek␟Kurden␟Kurdisch␟Kurdistan␟Literatur␟Plakat␟Postkarte␟Foto␟Video␟Musikaufnahme,,"Bibliothèque Numérique Kurde, La",Bibliothèque Numérique Kurde␟The Kurdish Digital Library␟Pirtûkxaneya dîjîtal a kurdî␟BNK,https://www.dla-marbach.de/find/opac/id/DBIS104256,Zugang␟Zugang␟Zugang,https://bnk.institutkurde.org/?l=fr␟https://bnk.institutkurde.org/?l=ku␟https://bnk.institutkurde.org/?l=en
DBIS104257,Faustedition,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,Deutschland,2020-10-12,2025-01-13,,,Volltextdatenbank,1770-01-01 - 1835-01-01,"Frankfurter Goethe-Haus, Freies Deutsches Hochstift",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die digitale Faustedition bietet eine Wiedergabe und editorische Erschließung der vollständigen Überlieferung von Goethes ‚Faust‘ und seiner 60-jährigen Entstehungsgeschichte nach den Standards historisch-kritischer Ausgaben. Sie besteht aus einem Archiv der Handschriften und der zu Lebzeiten erschienenen textkritisch relevanten Drucke zum ‚Faust‘, einem konstituierten Text des ‚Faust I‘ und des ‚Faust II‘ sowie Visualisierungen zur Genese des Werks.<br><br>
Sie ist Teil einer Hybridausgabe. Die Buchpublikation, die den konstituierten Text des ‚Faust‘ und ein Faksimile von 2 H mit Transkription enthält, ist im Oktober 2018 erschienen. Im Dezember 2018 ist eine zweite, durchgesehene Auflage des konstituierten Textes erschienen.<br><br>
Das Projekt wurde von Prof. Dr. Anne Bohnenkamp-Renken (Freies Deutsches Hochstift), Dr. Silke Henke (Goethe- und Schiller-Archiv) und Prof. Dr. Fotis Jannidis (Universität Würzburg) geleitet und von 2009 bis 2015 von der Deutschen Forschungsgemeinschaft gefördert.","Frankfurter Goethe-Haus, Freies Deutsches Hochstift",0.16.0,AK,Faust␟Historisch-kritische Ausgabe␟Goethe␟Johann W.,1770-01-01 - 1835-01-01,Faustedition,Die digitale Faustedition␟Johann Wolfgang Goethe: Faust. Historisch-kritische Edition,https://www.dla-marbach.de/find/opac/id/DBIS104257,Zugang,http://www.faustedition.net/
DBIS10426,eLiechtensteinensia,Digitale Nachschlagewerke,Online-Ressource,"Portal, Volltextdatenbank, Zeitung",Liechtenstein,2020-08-18,2025-08-13,,,"Portal, Volltextdatenbank, Zeitung",,Verduz : Liechtensteinische Landesbibliothek,True,Datenbank,Digitale Nachschlagewerke,Daten,,"<ul>
<li>Jahrbuch / Historischer Verein für das Fürstentum Liechtenstein bzw. Jahrbuch des Historischen Vereins ... 1.1901 - 114.2015</li> <li>Liechtensteinisches Urkundenbuch, I. Teil, Band 1.1945 - 5.1996 + Nachträge</li> <li> Liechtenstein Politische Schriften 1.1977 - 56.2015</li> <li>Liechtenstein 1938-1978 bis 1999-2008</li> <li> Verschiedene Publikationen der Liechtensteinischen Gesellschaft für Umweltschutz: LGU Jahresbericht (ab 1994), LGU Mitteilungen (ab 1986), Liechtensteiner Umweltberichte (1978 - 2001), LGU Schriftenreihe (1.1987 - 4.1990), Monographie: Wer gestaltet die Welt von morgen?</li> <li>Eintracht / Liechtensteinische Trachtenvereinigung 1992 - 2012</li> <li>Liechtensteinische Landeszeitung 1863 - 1868</li> <li>Liechtensteinische Wochenzeitung 1873 - 1877</li> <li>Liechtensteiner Volksblatt 1878 - 2005</li> <li>Oberrheinische Nachrichten 1914 - 1924</li> <li>Liechtensteiner Nachrichten 1924 - 1935</li> <li>Liechtensteiner Heimatdienst 1933 - 1935</li> <li>Liechtensteiner Vaterland 1936 - 2005</li> <li>Der Umbruch 1940 - 1944</li></ul><b>Teilweise sind die Bände nur in der Liechtensteinischen Landesbibliothek verfügbar.</b>",Verduz : Liechtensteinische Landesbibliothek,0.16.0,AK,Zeitung␟Liechtenstein␟Politik␟Geschichte␟Umweltschutz,,eLiechtensteinensia,,https://www.dla-marbach.de/find/opac/id/DBIS10426,Zugang,https://www.eliechtensteinensia.li/viewer/index/
DBIS104296,"Fachinformationsdienst Buch-, Bibliotheks- und Informationswissenschaft",Digitale Nachschlagewerke,Online-Ressource,"Fachbibliographie, Portal",,2020-11-04,2025-05-28,,,"Fachbibliographie, Portal",,Herzog August Bibliothek Wolfenbüttel; Universitätsbibliothek Leipzig,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Herzog August Bibliothek Wolfenbüttel koordiniert seit Oktober 2017 den Fachinformationsdienst Buch-, Bibliotheks- und Informationswissenschaft im Rahmen des DFG-geförderten Programms „Fachinformationsdienste für die Wissenschaft“. Die Entwicklung des Nachweisportals erfolgt in enger Kooperation mit der Universitätsbibliothek Leipzig.
In einem zentralen Nachweisportal können Forschende Spezialliteratur zu den FID-Fächern recherchieren. Auch Digital Humanities, historische Hilfs- und Grundwissenschaften sowie Restaurierungswissenschaften werden berücksichtigt, sofern sie einen direkten Bezug zu den BBI-Disziplinen haben. Besonderes Augenmerk liegt auf interdisziplinärer und internationaler Forschungsliteratur. Der FID lizenziert fachspezifische Datenbanken und E-Books, die den Forschenden über das Portal zugänglich sind. Es ermöglicht zudem die Speicherung von Suchen, die Erstellung von Favoritenlisten und die Vergabe von Tags. Das Angebot wird stetig um neue Funktionen erweitert.",Herzog August Bibliothek Wolfenbüttel; Universitätsbibliothek Leipzig,0.16.0,AK,Buchwissenschaft,,"Fachinformationsdienst Buch-, Bibliotheks- und Informationswissenschaft",FID BBI,https://www.dla-marbach.de/find/opac/id/DBIS104296,Zugang,https://katalog.fid-bbi.de/
DBIS104310,Natural Law 1625 - 1850: Database,Digitale Nachschlagewerke,Online-Ressource,"Biographische Datenbank, Fachbibliographie",Deutschland␟Europa,2020-11-17,2025-01-13,,,"Biographische Datenbank, Fachbibliographie",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Natural Law Database ist eine fortlaufend erweiterbare Datenbank, die Profile frühneuzeitlicher europäischer Gelehrter bereitstellt, die zum Naturrecht geforscht und publiziert haben. Die einzelnen Gelehrtenprofile sind peer-reviewed und setzen sich aus einem intellektuellen Profil, biografischen Daten, bibliografischen Daten der Werke zum Naturrecht sowie Angaben zu Quellen und Beiträgern zusammen.",,0.16.0,AK,Naturrecht␟Frühe Neuzeit␟Aufklärung␟Rechtsphilosophie␟Europa,,Natural Law 1625 - 1850: Database,,https://www.dla-marbach.de/find/opac/id/DBIS104310,Zugang,https://naturallawdatabase.gotha.digital/project
DBIS104321,Germersheimer Übersetzerlexikon,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Deutschland,2020-11-23,2025-10-29,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,"Arbeitsstelle Germersheimer Übersetzerlexikon,  Johannes Gutenberg-Universität Mainz",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Unser Wissen über die Literaturen der Welt speist sich fast ausschließlich aus Übersetzungen. Denn wer könnte schon von sich behaupten, alles oder zumindest vieles im jeweiligen Urtext lesen zu können? Den literarischen Importen verdankt die deutsche Literatur ihren Reichtum und ihre Vielfalt. Von den Übersetzern kennen wir allerdings oft nicht einmal die Namen. Diesen Missstand soll das Germersheimer Übersetzerlexikon beheben. Die in ihm zusammengetragenen Daten werden zugleich eine neue, interkulturelle Sicht auf die Geschichte der deutschen Literatur (von den Tagen Luthers bis zum 21. Jahrhundert) ermöglichen.
<br />
Nach dem Vorbild des in den letzten Jahren entstandenen schwedischen Übersetzerlexikons (www.oversattarlexikon.se) werden im digitalen und online frei zugänglichen Germersheimer Übersetzerlexikon zu bedeutenden und interessanten Übersetzern wissenschaftlich fundierte, in Essayform geschriebene Porträts veröffentlicht. Neben Literaturübersetzern wird das Lexikon auch Übersetzer vorstellen, die philosophische, naturwissenschaftliche, religiöse oder politische Texte ins Deutsche gebracht haben. Die Essays zu Leben und Werk der einzelnen Übersetzer werden durch umfassende Bibliographien ergänzt.
<br />
Erstellt von der Arbeitsstelle Germersheimer Übersetzerlexikon am Arbeitsbereich Interkulturelle Germanistik der Johannes Gutenberg-Universität Mainz.","Arbeitsstelle Germersheimer Übersetzerlexikon,  Johannes Gutenberg-Universität Mainz",0.16.0,AK,Übersetzung␟Deutsche Literatur,,Germersheimer Übersetzerlexikon,UeLEX,https://www.dla-marbach.de/find/opac/id/DBIS104321,Zugang,http://www.uelex.de/
DBIS104329,Austro-Dok Online,Digitale Nachschlagewerke,Online-Ressource,Aufsatzdatenbank,Oesterreich,2020-11-26,2025-01-13,,,Aufsatzdatenbank,1973-01-01 - 1995-01-01,"Universität Wien, Bibliotheks- und Archivwesen",True,Datenbank,Digitale Nachschlagewerke,Daten,,"<b>Austro-Dok</b> ist eine Sammlung von Medienberichten mit dem Schwerpunkt der österreichischen Innen- und Wirtschaftspolitik aus den 70er, 80er und 90er Jahren und eine wesentliche Quellensammlung zur österreichischen Zeitgeschichte. In der Referenzdatenbank Austro-Dok online der Fachbereichsbibliothek Zeitgeschichte und des Instituts für Zeitgeschichte der Universität Wien werden diese Daten nun frei zur Verfügung gestellt. <br><br>
Die in der Referenzdatenbank ausgewerteten Medienberichte selbst liegen in Form von Mikrofiche (etwa 10.000 Stück, mit weit über 400.000 Einzelbildern) vor, die in der Fachbereichsbibliothek Zeitgeschichte eingesehen werden können. Ein ebenso zur Austro-Dok gehörender Audio- bzw. Film- und Videobestand wurde an die Österreichische Mediathek bzw. an das ORF-Archiv übergeben. Eine kleine Auswahl steht digitalisiert an der Fachbereichsbibliothek Zeitgeschichte zur Verfügung.","Universität Wien, Bibliotheks- und Archivwesen",0.16.0,AK,Österreich␟Medien␟Politik␟Innenpolitik␟Wirtschaftspolitik␟Geschichte 1973-1995,1973-01-01 - 1995-01-01,Austro-Dok Online,Medienreferenzdatenbank zur österreichischen Politik und Zeitgeschichte 1973–1995␟Reference database of Austrian politics and contemporary history 1973–1995,https://www.dla-marbach.de/find/opac/id/DBIS104329,Zugang,https://www.austrodok.at/
DBIS104380,Medieval philosophy digital resources,Digitale Nachschlagewerke,Online-Ressource,Portal,,2021-01-11,2025-01-13,,,Portal,2007-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Portal, das verschiedene Online-Quellen zum Thema Philosophie des Mittelalters, wie z.B. Manuskripte, Nachschlagewerke, themenbezogene Blogs, E-Zeitschriften, Datenbanken und digitalsierte Veröffentlichungen sammelt und verlinkt.",,0.16.0,AK,"Philosophie␟Mittelalter␟Klassische Philologie␟Digitalisate␟Theologie␟Religionswissenschaft␟Wissenschaftskunde, Informations-, Buch- und Bibliothekswesen, Handschriftenkunde",2007-01-01,Medieval philosophy digital resources,,https://www.dla-marbach.de/find/opac/id/DBIS104380,Zugang,https://siepm-digitalresources.bc.edu/
DBIS104403,Blog der Forschungsbibliothek Gotha,Digitale Nachschlagewerke,Online-Ressource,Portal,Deutschland,2021-01-25,2025-01-13,,,Portal,2015-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Weblog der Forschungsbibliothek Gotha mit Einträgen rund um die Bibliothek (Aktuelles, Veranstaltungen, Sammlungen etc.).",,0.16.0,AK,Bibliothek␟Forschungsbibliothek␟Geschichte,2015-01-01,Blog der Forschungsbibliothek Gotha,,https://www.dla-marbach.de/find/opac/id/DBIS104403,Zugang,https://blog-fbg.uni-erfurt.de/
DBIS104475,Zentrales Repositorium für Open Educational Resources der Hochschulen in Baden-Württemberg : HND BW - OER,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2021-02-16,2026-03-10,,,Volltextdatenbank,,Eberhard Karls Universität Tübingen,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Dieser dauerhafte Service ist eine Initiative im Land Baden-Württemberg und darüber hinaus.
Die Plattform stellt offene Lehr- und Lernmaterialien (open educational resources) von und für die Hochschulen zur Verfügung.
Gleichzeitig ist das ZOERR eine Publikationsplattform für OER mit redaktioneller Betreuung für Hochschullehrende.",Eberhard Karls Universität Tübingen,0.16.0,AK,E-Learning,,Zentrales Repositorium für Open Educational Resources der Hochschulen in Baden-Württemberg : HND BW - OER,Zentrales OER-Repositorium der Hochschulen in Baden-Württemberg␟OER-Repositorium Baden-Württemberg␟ZOERR,https://www.dla-marbach.de/find/opac/id/DBIS104475,Zugang,https://www.oerbw.de/
DBIS104520,Autorenlexikon / Thüringer Literaturrat,Digitale Nachschlagewerke,Online-Ressource,"Biographische Datenbank, Fachbibliographie",Deutschland␟Thueringen,2021-02-22,2025-01-13,,,"Biographische Datenbank, Fachbibliographie",,Thüringer Literaturrat e.V.,True,Datenbank,Digitale Nachschlagewerke,Daten,"Eine Recherche ist möglich über die Suchfunktion im Menü, Zeiträume, ein Stichwortregister","Das Lexikon verzeichnet Autorinnen und Autoren, die in Thüringen geboren wurden oder gelebt haben. Die Einträge geben einen Abriss zum Leben und Wirken der Autorin/des Autors und enthalten eine Auflistung ihrer/seiner Publikationen.",Thüringer Literaturrat e.V.,0.16.0,AK,Schriftsteller␟Thüringen␟Lexikon␟Autor␟Geschichte <1150,,Autorenlexikon / Thüringer Literaturrat,Autorenlexikon Thüringer Autorinnen und Autoren,https://www.dla-marbach.de/find/opac/id/DBIS104520,Zugang,http://www.thueringer-literaturrat.de/autorenlexikon/
DBIS104522,Dialektologisches Informationssystem für Bayerisch-Schwaben,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Bayern,2021-02-22,2025-08-12,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Bayerische Akademie der Wissenschaften,True,Datenbank,Digitale Nachschlagewerke,Daten,,"<p>Das Dialektologische Informationssystem von Bayerisch-Schwaben (DIBS) erforscht und dokumentiert den dialektalen Wortschatz des schwäbisch-alemannischen Teils von Bayern. Das Gebiet liegt zwischen Iller und Lech; im Süden, Westen und Norden ist die Grenze identisch mit der Bezirksgrenze von Bayerisch-Schwaben. Im Osten reicht das Bearbeitungsgebiet nur bis zum Lech, da das Gebiet östlich des Lechs im Bayerischen Wörterbuch behandelt wird.</p>

<p>Zentrales Ziel ist es, den gesamten Wortschatz des beschriebenen Gebiets in einzelnen Wortartikeln zu dokumentieren und zu beschreiben. DIBS ist aber kein historisches Wörterbuch wie das Bayerische Wörterbuch. Der Großteil der über 600.0000 gesammelten Belege stammt aus dem 20. Jahrhundert.</p>

<p>DIBS ist ein Grundlagenforschungsprojekt an der Bayerischen Akademie der Wissenschaften (BAdW). Das Projekt ist auf 20 Jahre konzipiert</p>",Bayerische Akademie der Wissenschaften,0.16.0,AK,Dialektologie␟Wortschatz␟Bayerisch-Schwaben␟Mundart Schwäbisch,,Dialektologisches Informationssystem für Bayerisch-Schwaben,DIBS,https://www.dla-marbach.de/find/opac/id/DBIS104522,Zugang,https://lexhelfer.dibs.badw.de/index.php
DBIS104527,"Endangered Languages Archive, The",Digitale Nachschlagewerke,Online-Ressource,"Portal, Volltextdatenbank",,2021-02-25,2025-10-29,,,"Portal, Volltextdatenbank",,SOAS University of London,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Endangered Languages Archive (ELAR) der SOAS University of London sammelt multimediale Materialien aus dem Sprachalltag gefährdeter Sprachen aus aller Welt. 
Die Sammlungen in ELAR beinhalten Audio- und Videoaufnahmen des alltäglichen Sprachgebrauchs, verbale Kunst, Lieder, Erzählungen, Riten und mehr. Die Sammlungen enthalten auch Wörterbücher, pädagogisches Material (z.B. für den Sprachunterricht) sowie Transkriptionen und Übersetzungen der Aufnahmen in die wichtigsten Kontaktsprachen wie z. B. Spanisch, Mandarin, Englisch oder Russisch.<br /><br />
Das Archiv ist frei durchsuchbar, die Beschreibungen der einzelnen Kollektionen sind ebenfalls frei zugänglich. Für den Zugang zu den Materialien ist eine Registrierung notwendig, z.T. muss eigens eine Genehmigung eingeholt werden.",SOAS University of London,0.16.0,AK,Sprachwissenschaft␟Linguistik␟Sprachdokumentation␟Korpus␟Rohdaten␟Bedrohte Sprache␟Minderheitensprache␟Sprachliche Minderheit,,"Endangered Languages Archive, The",ELAR,https://www.dla-marbach.de/find/opac/id/DBIS104527,Zugang,https://www.elararchive.org/
DBIS104533,Lexikon der Argumente: Kontroversen in Philosophie und Wissenschaft,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2021-03-02,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Online-Lexikon der Argumente ist ein Nachschlagewerk und gleichzeitig eine Übersicht über Theorien und Kontroversen in der Philosophie. Es bietet Synopsen in Tabellenform, Begriffserklärungen und eine Suchefunktion, die Gegenargumente systematisch auffindbar macht. Der Schwierigkeitsgrad geht von verständniserleichternden Definitionen bis hin zur Diskussion zwischen Forschern. Die Seite ist nichtkommerziell, kostenlos nutzbar und werbefrei.<br>
Das Lexikon der Argumente stellt kontroverse Theorien und Positionen einander gegenüber. Es ist offen für Beiträge von Lesern, insbesondere WissenschaftlerInnen und wissenschaftlichen Institutionen.",,0.16.0,AK,Wissenschaftliche Diskussion␟Sprachphilosophie,,Lexikon der Argumente: Kontroversen in Philosophie und Wissenschaft,Philosophy Dictionary of Arguments,https://www.dla-marbach.de/find/opac/id/DBIS104533,Zugang␟Zugang,https://www.philosophie-wissenschaft-kontroversen.de/␟https://philosophy-science-humanities-controversies.com/
DBIS104535,Mongol tolʹ,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2021-03-03,2025-10-29,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",2016-01-01,Mongol Ulsyn Eronhijlögc&#780;ijn Tamgyn Gazar,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Von Cahiagijn Ėlbėgdorž, dem Präsidenten der Mongolei, initiiertes einsprachiges mongolisches Wörterbuch in kyrillischer und teils klassisch-mongolischer Schrift, das die Wörterbücher „Mongol hėlnij ih tajlbar tolʹ“ und „Mongolyn tüühijn tajlbar tolʹ“ vereint (übersetzt: „Großes Wörterbuch der mongolischen Sprache“ - Mongolia Institute of Language and Literature bzw. „Wörterbuch der mongolischen Geschichte“  - Mongolian Academy of Sciences, Institute of History and Archeology). In diesem Wörterbuch können Sie Wortbedeutungen, Beispiele für die literarische Sprache und Dialekte sowie Aufzeichnungen traditioneller mongolischer Schriften finden. Ebenso kann die Aussprache angehört werden.",Mongol Ulsyn Eronhijlögc&#780;ijn Tamgyn Gazar,0.16.0,AK,Einsprachiges Wörterbuch␟Mongolisch␟Mongolei␟Geschichte,2016-01-01,Mongol tolʹ,Mongol toli␟Mongol hėlnij ih tajlbar tolʹ␟Mongolyn tüühijn tajlbar tolʹ,https://www.dla-marbach.de/find/opac/id/DBIS104535,Zugang,https://mongoltoli.mn/
DBIS104537,Oral Tales of Mongolian Bards,Digitale Nachschlagewerke,Online-Ressource,"Biographische Datenbank, Fachbibliographie, Volltextdatenbank, Wörterbuch, Enzyklopädie, Nachschlagwerk",,2021-03-03,2025-10-29,,,"Biographische Datenbank, Fachbibliographie, Volltextdatenbank, Wörterbuch, Enzyklopädie, Nachschlagwerk",,"Cologne Center for eHumanities (CCeH), University of Cologne",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Projekt Oral Tales of Mongolian Bards widmet sich der Internet-Publikation von achtzehn mündlichen Erzählungen, die von Barden der östlichen Inneren Mongolei vorgetragen wurden, darunter vier epische Gedichte und vierzehn Erzählungen, die auf chinesischen Abenteuerromanen basieren, bekannt als quγur-un üliger Erzählungen der Fiedel, d.h. Erzählungen, die von der Musik der viersaitigen Fiedel (quγur, huur) begleitet werden. Die Erzählungen bilden einen Teil einer großen Sammlung von Märchen, mündlichen Erzählungen von Barden und rituellen Liedern von Qorčin (Horchin) mongolischen Schamanen. Die Sammlung wird heute in der Nordrhein-Westfälischen Akademie der Wissenschaften und Künste in Düsseldorf aufbewahrt. Elf der Erzählungen sind mit langen englischen Zusammenfassungen versehen, fünf davon mit Kommentaren, während sieben Erzählungen mit kurzen Zusammenfassungen zugänglich gemacht werden.

Wie die Erzählungen zu einer Sammlung wurden: der verstorbene Professor Walther Heissig, der angesehene Mongolist der Universität Bonn, hat in den Jahren 1984, 1986, 1991 und 1995 einen Teil der Erzählungen aus dem mündlichen Vortrag von Barden (quγurči, der Fiedler) in verschiedenen Regionen der östlichen Inneren Mongolei auf Tonband aufgenommen.","Cologne Center for eHumanities (CCeH), University of Cologne",0.16.0,AK,Mongolisch␟Volksliteratur␟Literaturwissenschaft,,Oral Tales of Mongolian Bards,Ostmongolische orale Literatur,https://www.dla-marbach.de/find/opac/id/DBIS104537,Zugang,https://mongoltales.cceh.uni-koeln.de/index.html
DBIS104542,Le Caire photographié par Facchinelli,Digitale Nachschlagewerke,Online-Ressource,Sammlung Nicht-Textueller-Materialien,,2021-03-05,2025-01-13,,,Sammlung Nicht-Textueller-Materialien,,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Datenbank dokumentiert das Werk des italienischen Fotografen Beniamino Facchinelli (1839-1895). Ziel des Projektes ist die vollständige Verzeichnung der Fotografien Facchinellis, der zwischen 1875 und 1895 in Ägypten tätig war und dessen Werkbestand zahlreiche Aufnahmen des historischen Kairos enthält.",,0.16.0,AK,Photographie␟Aufnahme <Photographie>␟Foto␟Fotografieren␟Kunstgeschichte␟Architektur,,Le Caire photographié par Facchinelli,,https://www.dla-marbach.de/find/opac/id/DBIS104542,Zugang,http://facchinelli.huma-num.fr/
DBIS104551,Clipland - a music video database,Digitale Nachschlagewerke,Online-Ressource,"Portal, Wörterbuch, Enzyklopädie, Nachschlagwerk",,2021-03-16,2025-01-13,,,"Portal, Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Clipland ist eine seit über 20 Jahren frei im Netz recherchierbare Datenbank für Hintergrundinformationen zu den kurzen Filmformen Musikvideo, Werbespot und Kurzfilm. Sie deckt damit den Bereich ab, der üblicher Weise in anderen Filmdatenbanken nur am Rande recherchierbar ist. Clipland enthält beteiligte Personen (teilweise mit Kurzbiographien und Filmographien bzw. Videographien), Querverweise zu anderen Datenbanken sowie in vielen Fällen einen Link zu einem Video-on-Demand des vorliegenden Werkes. So ist es beispielsweise möglich, den Werdegang einzelner Filmschaffender von den Anfängen im Kurzfilm bis zum Langfilm zu beleuchten.",,0.16.0,AK,Kurzfilm␟Musikvideo␟Werbung␟Werbespots␟Film,,Clipland - a music video database,,https://www.dla-marbach.de/find/opac/id/DBIS104551,Zugang,https://www.clipland.com
DBIS104553,Oman Library at the Middle East Institute,Digitale Nachschlagewerke,Online-Ressource,"Portal, Volltextdatenbank",Asien,2021-03-17,2025-10-29,,,"Portal, Volltextdatenbank",1700-01-01 - 1921-01-01,"Middle East Institute, Washington D.C.",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die webbasierte digitale Sammlung der Oman Library des Middle East Institute (Washington) umfasst seltene Bücher und Manuskripte dieser Bibliothek, die der Geschichte, Kultur und Belletristik des Nahen Ostens ab dem frühen 20. Jahrhundert gewidmet sind. Hierbei handelt es sich um Veröffentlichungen aus dem Zeitraum von 1700 bis 1921 in Englisch, Arabisch, Französisch, Persisch, Urdu, osmanischem Türkisch und Türkisch. Daneben beinhaltet die Sammlung die vom MEI Institute veröffentlichten Werke der 1960er Jahre bis 2004, einschließlich der Versammlungsnotizen von 1947.","Middle East Institute, Washington D.C.",0.16.0,AK,Naher Osten␟Mittlerer Osten␟Nordafrika␟Geschichte␟Kultur␟Literatur␟Belletristik␟Arabisch␟Französisch␟Persisch␟Urdu␟Osmanisches Türkisch␟Türkisch,1700-01-01 - 1921-01-01,Oman Library at the Middle East Institute,MEI Oman Library␟Oman Library digital rare books collection␟Digital Library,https://www.dla-marbach.de/find/opac/id/DBIS104553,Zugang,https://www.mei.edu/library/digital
DBIS104554,Sinai Manuscripts Digital Library,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2021-03-17,2025-01-13,,,Volltextdatenbank,,,True,Datenbank,Digitale Nachschlagewerke,Daten,Für die kostenfreie Online-Nutzung ist eine individuelle Registrierung notwendig.,"Die Sinai Manuscripts Digital Library ist eine Veröffentlichung des Katharinenklosters im Sinai, Ägypten, in Zusammenarbeit mit der UCLA Library und der Early Manuscripts Electronic Library (EMEL). Die Manuskriptbibliothek des Klosters bewahrt eine der ältesten kontinuierlich betriebenen Bibliotheken der Welt mit rund 4.559 Manuskriptkodizes zur Geschichte und Literatur des östlichen Mittelmeers von der Spätantike bis zur frühen Moderne (4.-19. Jahrhundert) in 13 Sprachen. Zunächst wurden arabische und syrische Handschriften digitalisiert. Manuskripte in Griechisch, Georgisch, Slawisch und in weiteren Sprachen sollen in einer zweiten Projektphase bearbeitet werden.",,0.16.0,AK,Handschrift␟Arabisch␟Syrisch␟Bibel␟Hagiographie␟Liturgie,,Sinai Manuscripts Digital Library,"A publication of St. Catherines Monastery of the Sinai, Egypt␟Publication of St. Catherines Monastery of the Sinai, Egypt",https://www.dla-marbach.de/find/opac/id/DBIS104554,Zugang,https://sinaimanuscripts.library.ucla.edu/
